Destination,Destination Port,Label,UNKNOWN,smtp,ssh,web
172.16.113.204,2129,UNKNOWN,1.0,,,
172.16.113.204,2130,UNKNOWN,1.0,,,
172.16.113.204,2170,UNKNOWN,1.0,,,
172.16.113.204,2171,UNKNOWN,1.0,,,
172.16.113.204,2172,UNKNOWN,1.0,,,
172.16.113.204,2177,UNKNOWN,1.0,,,
172.16.113.204,2185,UNKNOWN,1.0,,,
172.16.113.204,2186,UNKNOWN,1.0,,,
172.16.113.204,2190,UNKNOWN,1.0,,,
172.16.113.204,2209,UNKNOWN,1.0,,,
172.16.113.204,2229,UNKNOWN,1.0,,,
172.16.113.204,2234,UNKNOWN,1.0,,,
172.16.113.204,2273,UNKNOWN,1.0,,,
172.16.113.204,2275,UNKNOWN,1.0,,,
172.16.113.204,2281,UNKNOWN,1.0,,,
172.16.113.204,2282,UNKNOWN,1.0,,,
172.16.113.204,2287,UNKNOWN,1.0,,,
172.16.113.204,2289,UNKNOWN,1.0,,,
172.16.113.204,2602,UNKNOWN,1.0,,,
172.16.113.204,2603,UNKNOWN,1.0,,,
172.16.113.204,2653,UNKNOWN,1.0,,,
172.16.113.204,3075,UNKNOWN,1.0,,,
172.16.113.204,4144,UNKNOWN,1.0,,,
172.16.113.204,4145,UNKNOWN,1.0,,,
172.16.113.204,4147,UNKNOWN,1.0,,,
172.16.113.204,4152,UNKNOWN,2.0,,,
172.16.113.204,4155,UNKNOWN,1.0,,,
172.16.113.204,4171,UNKNOWN,1.0,,,
172.16.113.204,4186,UNKNOWN,1.0,,,
172.16.113.204,4647,UNKNOWN,1.0,,,
172.16.113.204,4660,UNKNOWN,1.0,,,
172.16.113.204,4661,UNKNOWN,1.0,,,
172.16.113.204,4720,UNKNOWN,1.0,,,
172.16.113.204,4734,UNKNOWN,1.0,,,
172.16.113.204,4737,UNKNOWN,1.0,,,
172.16.113.204,4749,UNKNOWN,1.0,,,
172.16.113.204,4810,UNKNOWN,1.0,,,
172.16.113.204,4823,UNKNOWN,1.0,,,
172.16.113.204,4826,UNKNOWN,1.0,,,
172.16.113.204,4889,UNKNOWN,1.0,,,
172.16.113.204,4890,UNKNOWN,1.0,,,
172.16.113.204,4953,UNKNOWN,1.0,,,
172.16.113.204,4954,UNKNOWN,1.0,,,
172.16.113.204,5016,UNKNOWN,1.0,,,
172.16.113.204,5028,UNKNOWN,1.0,,,
172.16.113.204,5091,UNKNOWN,1.0,,,
172.16.113.204,5092,UNKNOWN,1.0,,,
172.16.113.204,8224,UNKNOWN,1.0,,,
172.16.113.204,8225,UNKNOWN,1.0,,,
172.16.113.204,8226,UNKNOWN,1.0,,,
172.16.113.204,8227,UNKNOWN,1.0,,,
172.16.113.204,8414,UNKNOWN,1.0,,,
172.16.113.204,8477,UNKNOWN,,1.0,,
172.16.113.204,8780,UNKNOWN,1.0,,,
172.16.113.204,8781,UNKNOWN,1.0,,,
172.16.113.204,8841,UNKNOWN,1.0,,,
172.16.113.204,8846,UNKNOWN,1.0,,,
172.16.113.204,8853,UNKNOWN,1.0,,,
172.16.113.204,8910,UNKNOWN,1.0,,,
172.16.113.204,11299,UNKNOWN,1.0,,,
172.16.113.204,11301,UNKNOWN,1.0,,,
172.16.113.204,11302,UNKNOWN,1.0,,,
172.16.113.204,11303,UNKNOWN,1.0,,,
172.16.113.204,11304,UNKNOWN,1.0,,,
172.16.113.204,11397,UNKNOWN,1.0,,,
172.16.113.204,11638,UNKNOWN,1.0,,,
172.16.113.204,11700,UNKNOWN,1.0,,,
172.16.113.204,11764,UNKNOWN,1.0,,,
172.16.113.204,11827,UNKNOWN,1.0,,,
172.16.113.204,11829,UNKNOWN,1.0,,,
172.16.113.204,11830,UNKNOWN,1.0,,,
172.16.113.204,11831,UNKNOWN,1.0,,,
172.16.113.204,11832,UNKNOWN,1.0,,,
172.16.113.204,11834,UNKNOWN,1.0,,,
172.16.113.204,11893,UNKNOWN,1.0,,,
172.16.113.204,11894,UNKNOWN,1.0,,,
172.16.113.204,11895,UNKNOWN,1.0,,,
172.16.113.204,11896,UNKNOWN,1.0,,,
172.16.113.204,11898,UNKNOWN,1.0,,,
172.16.113.204,11956,UNKNOWN,1.0,,,
172.16.113.204,12020,UNKNOWN,1.0,,,
172.16.113.204,12023,UNKNOWN,1.0,,,
172.16.113.204,12027,UNKNOWN,1.0,,,
172.16.113.204,12347,UNKNOWN,1.0,,,
172.16.113.204,12349,UNKNOWN,1.0,,,
172.16.113.204,12351,UNKNOWN,1.0,,,
172.16.113.204,12353,UNKNOWN,1.0,,,
172.16.113.204,12354,UNKNOWN,1.0,,,
172.16.113.204,12356,UNKNOWN,1.0,,,
172.16.113.204,12358,UNKNOWN,1.0,,,
172.16.113.204,12359,UNKNOWN,1.0,,,
172.16.113.204,12361,UNKNOWN,1.0,,,
172.16.113.204,12362,UNKNOWN,1.0,,,
172.16.113.204,12363,UNKNOWN,1.0,,,
172.16.113.204,12364,UNKNOWN,1.0,,,
172.16.113.204,12367,UNKNOWN,1.0,,,
172.16.113.204,12368,UNKNOWN,1.0,,,
172.16.113.204,12370,UNKNOWN,1.0,,,
172.16.113.204,12371,UNKNOWN,1.0,,,
172.16.113.204,12372,UNKNOWN,1.0,,,
172.16.113.204,12376,UNKNOWN,1.0,,,
172.16.113.204,12400,UNKNOWN,1.0,,,
172.16.113.204,12403,UNKNOWN,1.0,,,
172.16.113.204,12404,UNKNOWN,1.0,,,
172.16.113.204,12410,UNKNOWN,1.0,,,
172.16.113.204,12412,UNKNOWN,1.0,,,
172.16.113.204,12870,UNKNOWN,1.0,,,
172.16.113.204,12932,UNKNOWN,1.0,,,
172.16.113.204,12933,UNKNOWN,1.0,,,
172.16.113.204,12995,UNKNOWN,1.0,,,
172.16.113.204,12996,UNKNOWN,1.0,,,
172.16.113.204,12997,UNKNOWN,1.0,,,
172.16.113.204,13056,UNKNOWN,1.0,,,
172.16.113.204,13057,UNKNOWN,1.0,,,
172.16.113.204,13120,UNKNOWN,1.0,,,
172.16.113.204,13121,UNKNOWN,1.0,,,
172.16.113.204,13185,UNKNOWN,1.0,,,
172.16.113.204,13248,UNKNOWN,1.0,,,
172.16.113.204,13249,UNKNOWN,1.0,,,
172.16.113.204,13327,UNKNOWN,1.0,,,
172.16.113.204,13328,UNKNOWN,1.0,,,
172.16.113.204,13329,UNKNOWN,1.0,,,
172.16.113.204,13330,UNKNOWN,1.0,,,
172.16.113.204,14448,UNKNOWN,1.0,,,
172.16.113.204,14449,UNKNOWN,1.0,,,
172.16.113.204,14450,UNKNOWN,1.0,,,
172.16.113.204,14451,UNKNOWN,1.0,,,
172.16.113.204,14452,UNKNOWN,,,,1.0
172.16.113.204,14456,UNKNOWN,1.0,,,
172.16.113.204,16426,UNKNOWN,1.0,,,
172.16.113.204,16427,UNKNOWN,1.0,,,
172.16.113.204,16434,UNKNOWN,1.0,,,
172.16.113.204,16438,UNKNOWN,1.0,,,
172.16.113.204,16442,UNKNOWN,1.0,,,
172.16.113.204,16533,UNKNOWN,1.0,,,
172.16.113.204,16537,UNKNOWN,1.0,,,
172.16.113.204,16538,UNKNOWN,1.0,,,
172.16.113.204,16602,UNKNOWN,1.0,,,
172.16.113.204,17058,UNKNOWN,1.0,,,
172.16.113.204,17059,UNKNOWN,1.0,,,
172.16.113.204,17060,UNKNOWN,1.0,,,
172.16.113.204,17124,UNKNOWN,1.0,,,
172.16.113.204,17191,UNKNOWN,1.0,,,
172.16.113.204,20505,UNKNOWN,1.0,,,
172.16.113.204,20506,UNKNOWN,1.0,,,
172.16.113.204,20507,UNKNOWN,1.0,,,
172.16.113.204,20508,UNKNOWN,1.0,,,
172.16.113.204,20512,UNKNOWN,1.0,,,
172.16.113.204,23882,UNKNOWN,1.0,,,
172.16.113.204,23949,UNKNOWN,1.0,,,
172.16.113.204,24013,UNKNOWN,1.0,,,
172.16.113.204,24074,UNKNOWN,1.0,,,
172.16.113.204,24390,UNKNOWN,1.0,,,
172.16.113.204,24639,UNKNOWN,1.0,,,
172.16.113.204,24640,UNKNOWN,1.0,,,
172.16.113.204,24641,UNKNOWN,1.0,,,
172.16.113.204,24642,UNKNOWN,1.0,,,
172.16.113.204,24643,UNKNOWN,1.0,,,
172.16.113.204,24644,UNKNOWN,1.0,,,
172.16.113.204,24648,UNKNOWN,1.0,,,
172.16.113.204,24649,UNKNOWN,1.0,,,
172.16.113.204,24650,UNKNOWN,1.0,,,
172.16.113.204,24651,UNKNOWN,1.0,,,
172.16.113.204,24652,UNKNOWN,1.0,,,
172.16.113.204,24653,UNKNOWN,1.0,,,
172.16.113.204,24659,UNKNOWN,1.0,,,
172.16.113.204,24660,UNKNOWN,1.0,,,
172.16.113.204,24664,UNKNOWN,1.0,,,
172.16.113.204,24667,UNKNOWN,1.0,,,
172.16.113.204,24668,UNKNOWN,1.0,,,
172.16.113.204,26696,UNKNOWN,1.0,,,
172.16.113.204,26698,UNKNOWN,1.0,,,
172.16.113.204,26699,UNKNOWN,1.0,,,
172.16.113.204,26704,UNKNOWN,1.0,,,
172.16.113.204,26707,UNKNOWN,1.0,,,
172.16.113.204,26708,UNKNOWN,1.0,,,
172.16.113.204,27177,UNKNOWN,1.0,,,
172.16.113.204,27178,UNKNOWN,1.0,,,
172.16.113.204,27220,UNKNOWN,1.0,,,
172.16.113.204,27221,UNKNOWN,1.0,,,
172.16.113.204,27222,UNKNOWN,1.0,,,
172.16.113.204,27223,UNKNOWN,1.0,,,
172.16.113.204,28692,UNKNOWN,1.0,,,
172.16.113.204,28698,UNKNOWN,1.0,,,
172.16.113.204,28699,UNKNOWN,1.0,,,
172.16.113.204,28700,UNKNOWN,1.0,,,
172.16.113.204,29212,UNKNOWN,1.0,,,
172.16.113.204,29213,UNKNOWN,1.0,,,
172.16.113.204,29214,UNKNOWN,1.0,,,
172.16.113.204,29215,UNKNOWN,1.0,,,
172.16.113.204,29216,UNKNOWN,1.0,,,
172.16.113.204,30156,UNKNOWN,1.0,,,
172.16.113.204,30218,UNKNOWN,1.0,,,
172.16.113.204,30219,UNKNOWN,1.0,,,
172.16.113.204,30221,UNKNOWN,1.0,,,
172.16.113.204,30826,UNKNOWN,1.0,,,
172.16.113.204,30827,UNKNOWN,1.0,,,
172.16.113.204,30828,UNKNOWN,1.0,,,
172.16.113.204,30829,UNKNOWN,1.0,,,
172.16.113.204,31326,UNKNOWN,1.0,,,
172.16.113.204,31385,UNKNOWN,1.0,,,
172.16.113.204,31429,UNKNOWN,1.0,,,
172.16.113.204,31490,UNKNOWN,1.0,,,
172.16.113.204,31695,UNKNOWN,1.0,,,
172.16.113.204,31711,UNKNOWN,1.0,,,
172.16.113.204,31808,UNKNOWN,1.0,,,
172.16.113.204,32324,UNKNOWN,1.0,,,
172.16.113.50,23,ssh,32.0,,21.0,12.0
172.16.113.50,25,smtp,2.0,203.0,,59.0
172.16.113.50,79,UNKNOWN,,17.0,,55.0
172.16.113.50,1029,UNKNOWN,,,,1.0
172.16.113.50,1030,UNKNOWN,,,,2.0
172.16.113.50,1031,UNKNOWN,,,,2.0
172.16.113.50,1032,UNKNOWN,,,,2.0
172.16.113.50,1033,UNKNOWN,,,,1.0
172.16.113.50,1040,UNKNOWN,,,,1.0
172.16.113.50,1041,UNKNOWN,,,,2.0
172.16.113.50,1042,UNKNOWN,,,,2.0
172.16.113.50,1043,UNKNOWN,,,,2.0
172.16.113.50,1044,UNKNOWN,,,,1.0
172.16.113.50,1046,UNKNOWN,,,,1.0
172.16.113.50,1047,UNKNOWN,,,,1.0
172.16.113.50,1048,UNKNOWN,,,,1.0
172.16.113.50,1049,UNKNOWN,,,,1.0
172.16.113.50,1050,UNKNOWN,,,,1.0
172.16.113.50,1051,UNKNOWN,,,,2.0
172.16.113.50,1052,UNKNOWN,,,,2.0
172.16.113.50,1053,UNKNOWN,,,,1.0
172.16.113.50,1054,UNKNOWN,,,,1.0
172.16.113.50,1056,UNKNOWN,,,,1.0
172.16.113.50,1057,UNKNOWN,,,,1.0
172.16.113.50,1058,UNKNOWN,,,,1.0
172.16.113.50,1059,UNKNOWN,,,,1.0
172.16.113.50,1060,UNKNOWN,,,,1.0
172.16.113.50,1065,UNKNOWN,,,,1.0
172.16.113.50,1066,UNKNOWN,,,,1.0
172.16.113.50,1067,UNKNOWN,,,,1.0
172.16.113.50,1068,UNKNOWN,1.0,,,
172.16.113.50,1072,UNKNOWN,,,,1.0
172.16.113.50,1073,UNKNOWN,,,,1.0
172.16.113.50,1074,UNKNOWN,,,,1.0
172.16.113.50,1075,UNKNOWN,,,,1.0
172.16.113.50,1076,UNKNOWN,,,,1.0
172.16.113.50,1078,UNKNOWN,,,,1.0
172.16.113.50,1079,UNKNOWN,,,,1.0
172.16.113.50,1080,UNKNOWN,,,,1.0
172.16.113.50,1081,UNKNOWN,,,,1.0
172.16.113.50,1138,UNKNOWN,,,,1.0
172.16.113.50,1139,UNKNOWN,,,,1.0
172.16.113.50,1140,UNKNOWN,,,,1.0
172.16.113.50,1141,UNKNOWN,,,,1.0
172.16.113.50,1204,UNKNOWN,,,,1.0
172.16.113.50,1205,UNKNOWN,,,,1.0
172.16.113.50,1206,UNKNOWN,,,,1.0
172.16.113.50,1207,UNKNOWN,,,,1.0
172.16.113.84,23,ssh,,2.0,2.0,
172.16.113.84,25,smtp,30.0,686.0,19.0,166.0
172.16.113.84,79,UNKNOWN,,32.0,,39.0
172.16.113.84,113,UNKNOWN,,,,29.0
172.16.113.84,2238,UNKNOWN,1.0,,,
172.16.113.84,2365,UNKNOWN,1.0,,,
172.16.113.84,2366,UNKNOWN,1.0,,,
172.16.113.84,2429,UNKNOWN,1.0,,,
172.16.113.84,4248,UNKNOWN,1.0,,,
172.16.113.84,4249,UNKNOWN,1.0,,,
172.16.113.84,4250,UNKNOWN,1.0,,,
172.16.113.84,4251,UNKNOWN,1.0,,,
172.16.113.84,4252,UNKNOWN,1.0,,,
172.16.113.84,4285,UNKNOWN,1.0,,,
172.16.113.84,4286,UNKNOWN,1.0,,,
172.16.113.84,4350,UNKNOWN,1.0,,,
172.16.113.84,4531,UNKNOWN,1.0,,,
172.16.113.84,4539,UNKNOWN,1.0,,,
172.16.113.84,4540,UNKNOWN,1.0,,,
172.16.113.84,4604,UNKNOWN,1.0,,,
172.16.113.84,4612,UNKNOWN,1.0,,,
172.16.113.84,4634,UNKNOWN,1.0,,,
172.16.113.84,4667,UNKNOWN,1.0,,,
172.16.113.84,4668,UNKNOWN,1.0,,,
172.16.113.84,4671,UNKNOWN,1.0,,,
172.16.113.84,4672,UNKNOWN,1.0,,,
172.16.113.84,4674,UNKNOWN,1.0,,,
172.16.113.84,4675,UNKNOWN,1.0,,,
172.16.113.84,4676,UNKNOWN,1.0,,,
172.16.113.84,4677,UNKNOWN,1.0,,,
172.16.113.84,4678,UNKNOWN,1.0,,,
172.16.113.84,4737,UNKNOWN,1.0,,,
172.16.113.84,4738,UNKNOWN,1.0,,,
172.16.113.84,4739,UNKNOWN,1.0,,,
172.16.113.84,4740,UNKNOWN,1.0,,,
172.16.113.84,4741,UNKNOWN,1.0,,,
172.16.113.84,4743,UNKNOWN,1.0,,,
172.16.113.84,4759,UNKNOWN,1.0,,,
172.16.113.84,4760,UNKNOWN,1.0,,,
172.16.113.84,4761,UNKNOWN,1.0,,,
172.16.113.84,4773,UNKNOWN,1.0,,,
172.16.113.84,4833,UNKNOWN,1.0,,,
172.16.113.84,4840,UNKNOWN,1.0,,,
172.16.113.84,4853,UNKNOWN,1.0,,,
172.16.113.84,8288,UNKNOWN,1.0,,,
172.16.113.84,8289,UNKNOWN,1.0,,,
172.16.113.84,8290,UNKNOWN,1.0,,,
172.16.113.84,8296,UNKNOWN,1.0,,,
172.16.113.84,10330,UNKNOWN,1.0,,,
172.16.113.84,10331,UNKNOWN,1.0,,,
172.16.113.84,10333,UNKNOWN,1.0,,,
172.16.113.84,10369,UNKNOWN,2.0,,,
172.16.113.84,10370,UNKNOWN,1.0,,,
172.16.113.84,10434,UNKNOWN,1.0,,,
172.16.113.84,10497,UNKNOWN,1.0,,,
172.16.113.84,13973,UNKNOWN,1.0,,,
172.16.113.84,14038,UNKNOWN,1.0,,,
172.16.113.84,14101,UNKNOWN,1.0,,,
172.16.113.84,14102,UNKNOWN,1.0,,,
172.16.113.84,14165,UNKNOWN,1.0,,,
172.16.113.84,14166,UNKNOWN,1.0,,,
172.16.113.84,14228,UNKNOWN,1.0,,,
172.16.113.84,14292,UNKNOWN,1.0,,,
172.16.113.84,14325,UNKNOWN,1.0,,,
172.16.113.84,14348,UNKNOWN,1.0,,,
172.16.113.84,14349,UNKNOWN,1.0,,,
172.16.113.84,14350,UNKNOWN,1.0,,,
172.16.113.84,14351,UNKNOWN,1.0,,,
172.16.113.84,14352,UNKNOWN,1.0,,,
172.16.113.84,14353,UNKNOWN,1.0,,,
172.16.113.84,14354,UNKNOWN,1.0,,,
172.16.113.84,14355,UNKNOWN,1.0,,,
172.16.113.84,14356,UNKNOWN,1.0,,,
172.16.113.84,14358,UNKNOWN,1.0,,,
172.16.113.84,14359,UNKNOWN,1.0,,,
172.16.113.84,14360,UNKNOWN,1.0,,,
172.16.113.84,14361,UNKNOWN,1.0,,,
172.16.113.84,14363,UNKNOWN,1.0,,,
172.16.113.84,14364,UNKNOWN,1.0,,,
172.16.113.84,14367,UNKNOWN,1.0,,,
172.16.113.84,14378,UNKNOWN,1.0,,,
172.16.113.84,14379,UNKNOWN,1.0,,,
172.16.113.84,14381,UNKNOWN,1.0,,,
172.16.113.84,14416,UNKNOWN,1.0,,,
172.16.113.84,14445,UNKNOWN,1.0,,,
172.16.113.84,14447,UNKNOWN,1.0,,,
172.16.113.84,14691,UNKNOWN,1.0,,,
172.16.113.84,14755,UNKNOWN,,,,1.0
172.16.113.84,14763,UNKNOWN,1.0,,,
172.16.113.84,18824,UNKNOWN,1.0,,,
172.16.113.84,18825,UNKNOWN,1.0,,,
172.16.113.84,18889,UNKNOWN,1.0,,,
172.16.113.84,18958,UNKNOWN,1.0,,,
172.16.113.84,18994,UNKNOWN,1.0,,,
172.16.113.84,20511,UNKNOWN,1.0,,,
172.16.113.84,20525,UNKNOWN,1.0,,,
172.16.113.84,20528,UNKNOWN,1.0,,,
172.16.113.84,20529,UNKNOWN,1.0,,,
172.16.113.84,20584,UNKNOWN,1.0,,,
172.16.113.84,20585,UNKNOWN,1.0,,,
172.16.113.84,20586,UNKNOWN,1.0,,,
172.16.113.84,20588,UNKNOWN,1.0,,,
172.16.113.84,20876,UNKNOWN,,,,1.0
172.16.113.84,20940,UNKNOWN,1.0,,,
172.16.113.84,23071,UNKNOWN,1.0,,,
172.16.113.84,23072,UNKNOWN,1.0,,,
172.16.113.84,23405,UNKNOWN,1.0,,,
172.16.113.84,23583,UNKNOWN,1.0,,,
172.16.113.84,23588,UNKNOWN,1.0,,,
172.16.113.84,23589,UNKNOWN,1.0,,,
172.16.113.84,23591,UNKNOWN,1.0,,,
172.16.113.84,23644,UNKNOWN,1.0,,,
172.16.113.84,24656,UNKNOWN,1.0,,,
172.16.113.84,24671,UNKNOWN,1.0,,,
172.16.113.84,24672,UNKNOWN,1.0,,,
172.16.113.84,24674,UNKNOWN,1.0,,,
172.16.113.84,24676,UNKNOWN,,,,1.0
172.16.113.84,24681,UNKNOWN,1.0,,,
172.16.113.84,28398,UNKNOWN,1.0,,,
172.16.113.84,28461,UNKNOWN,1.0,,,
172.16.113.84,28525,UNKNOWN,1.0,,,
172.16.113.84,28588,UNKNOWN,1.0,,,
172.16.113.84,28652,UNKNOWN,1.0,,,
172.16.113.84,28687,UNKNOWN,1.0,,,
172.16.113.84,28688,UNKNOWN,1.0,,,
172.16.113.84,28691,UNKNOWN,1.0,,,
172.16.113.84,28692,UNKNOWN,1.0,,,
172.16.113.84,28694,UNKNOWN,1.0,,,
172.16.113.84,28696,UNKNOWN,1.0,,,
172.16.113.84,28697,UNKNOWN,1.0,,,
172.16.113.84,28698,UNKNOWN,1.0,,,
172.16.113.84,28699,UNKNOWN,2.0,,,
172.16.113.84,28700,UNKNOWN,1.0,,,
172.16.113.84,28701,UNKNOWN,1.0,,,
172.16.113.84,28704,UNKNOWN,1.0,,,
172.16.113.84,28706,UNKNOWN,1.0,,,
172.16.113.84,28707,UNKNOWN,1.0,,,
172.16.113.84,28708,UNKNOWN,2.0,,,
172.16.113.84,28713,UNKNOWN,2.0,,,
172.16.113.84,28714,UNKNOWN,2.0,,,
172.16.113.84,28715,UNKNOWN,1.0,,,
172.16.113.84,28716,UNKNOWN,2.0,,,
172.16.113.84,28717,UNKNOWN,2.0,,,
172.16.113.84,28720,UNKNOWN,2.0,,,
172.16.113.84,28722,UNKNOWN,1.0,,,
172.16.113.84,28723,UNKNOWN,1.0,,,
172.16.113.84,28728,UNKNOWN,1.0,,,
172.16.113.84,28730,UNKNOWN,1.0,,,
172.16.113.84,28732,UNKNOWN,2.0,,,
172.16.113.84,28735,UNKNOWN,1.0,,,
172.16.113.84,28736,UNKNOWN,2.0,,,
172.16.113.84,28737,UNKNOWN,2.0,,,
172.16.113.84,28738,UNKNOWN,2.0,,,
172.16.113.84,28740,UNKNOWN,1.0,,,
172.16.113.84,28763,UNKNOWN,1.0,,,
172.16.113.84,28785,UNKNOWN,1.0,,,
172.16.113.84,28787,UNKNOWN,1.0,,,
172.16.113.84,28992,UNKNOWN,1.0,,,
172.16.113.84,28998,UNKNOWN,1.0,,,
172.16.113.84,29060,UNKNOWN,,1.0,,
172.16.113.84,29314,UNKNOWN,1.0,,,
172.16.113.84,29378,UNKNOWN,,1.0,,
172.16.113.84,29441,UNKNOWN,1.0,,,
172.16.113.84,29442,UNKNOWN,1.0,,,
172.16.113.84,29505,UNKNOWN,1.0,,,
172.16.113.84,29506,UNKNOWN,1.0,,,
172.16.113.84,29568,UNKNOWN,1.0,,,
172.16.113.84,29582,UNKNOWN,1.0,,,
172.16.113.84,29645,UNKNOWN,1.0,,,
172.16.113.84,29646,UNKNOWN,1.0,,,
172.16.113.84,29698,UNKNOWN,1.0,,,
172.16.113.84,29699,UNKNOWN,1.0,,,
172.16.113.84,29700,UNKNOWN,1.0,,,
172.16.113.84,29703,UNKNOWN,1.0,,,
172.16.113.84,29704,UNKNOWN,1.0,,,
172.16.113.84,29705,UNKNOWN,1.0,,,
172.16.113.84,29706,UNKNOWN,1.0,,,
172.16.113.84,29708,UNKNOWN,1.0,,,
172.16.113.84,29711,UNKNOWN,1.0,,,
172.16.113.84,30402,UNKNOWN,1.0,,,
172.16.113.84,30465,UNKNOWN,1.0,,,
172.16.113.84,30529,UNKNOWN,1.0,,,
172.16.113.84,30592,UNKNOWN,1.0,,,
172.16.113.84,30656,UNKNOWN,1.0,,,
172.16.113.84,30763,UNKNOWN,1.0,,,
172.16.113.84,30765,UNKNOWN,1.0,,,
172.16.113.84,30800,UNKNOWN,1.0,,,
172.16.113.84,30801,UNKNOWN,1.0,,,
172.16.113.84,30802,UNKNOWN,1.0,,,
172.16.113.84,30804,UNKNOWN,1.0,,,
172.16.113.84,30806,UNKNOWN,1.0,,,
172.16.113.84,30809,UNKNOWN,1.0,,,
172.16.113.84,30815,UNKNOWN,1.0,,,
172.16.114.148,21,ftp,,,,303.0
172.16.114.148,23,ssh,,1.0,5.0,
172.16.114.148,25,smtp,16.0,589.0,17.0,197.0
172.16.114.148,79,UNKNOWN,,,,53.0
172.16.114.148,1116,UNKNOWN,1.0,,,
172.16.114.148,1171,UNKNOWN,1.0,,,
172.16.114.148,1174,UNKNOWN,1.0,,,
172.16.114.148,1201,UNKNOWN,,1.0,,
172.16.114.148,1365,UNKNOWN,1.0,,,
172.16.114.148,1686,UNKNOWN,1.0,,,
172.16.114.148,1687,UNKNOWN,1.0,,,
172.16.114.148,1749,UNKNOWN,1.0,,,
172.16.114.148,4662,UNKNOWN,1.0,,,
172.16.114.148,4734,UNKNOWN,1.0,,,
172.16.114.148,4793,UNKNOWN,1.0,,,
172.16.114.148,5235,UNKNOWN,1.0,,,
172.16.114.148,5239,UNKNOWN,1.0,,,
172.16.114.148,5241,UNKNOWN,1.0,,,
172.16.114.148,5243,UNKNOWN,1.0,,,
172.16.114.148,5337,UNKNOWN,1.0,,,
172.16.114.148,5400,UNKNOWN,1.0,,,
172.16.114.148,5406,UNKNOWN,1.0,,,
172.16.114.148,5430,UNKNOWN,1.0,,,
172.16.114.148,5448,UNKNOWN,1.0,,,
172.16.114.148,5468,UNKNOWN,1.0,,,
172.16.114.148,5513,UNKNOWN,1.0,,,
172.16.114.148,5526,UNKNOWN,1.0,,,
172.16.114.148,5590,UNKNOWN,1.0,,,
172.16.114.148,5611,UNKNOWN,1.0,,,
172.16.114.148,5646,UNKNOWN,1.0,,,
172.16.114.148,5669,UNKNOWN,1.0,,,
172.16.114.148,5670,UNKNOWN,1.0,,,
172.16.114.148,5706,UNKNOWN,1.0,,,
172.16.114.148,5728,UNKNOWN,1.0,,,
172.16.114.148,5758,UNKNOWN,1.0,,,
172.16.114.148,5817,UNKNOWN,1.0,,,
172.16.114.148,5879,UNKNOWN,1.0,,,
172.16.114.148,5940,UNKNOWN,1.0,,,
172.16.114.148,6002,UNKNOWN,1.0,,,
172.16.114.148,6030,UNKNOWN,1.0,,,
172.16.114.148,6093,UNKNOWN,1.0,,,
172.16.114.148,6094,UNKNOWN,1.0,,,
172.16.114.148,6161,UNKNOWN,1.0,,,
172.16.114.148,6162,UNKNOWN,1.0,,,
172.16.114.148,6163,UNKNOWN,1.0,,,
172.16.114.148,6243,UNKNOWN,1.0,,,
172.16.114.148,6244,UNKNOWN,1.0,,,
172.16.114.148,6251,UNKNOWN,1.0,,,
172.16.114.148,6253,UNKNOWN,1.0,,,
172.16.114.148,6256,UNKNOWN,1.0,,,
172.16.114.148,6257,UNKNOWN,1.0,,,
172.16.114.148,6258,UNKNOWN,1.0,,,
172.16.114.148,6259,UNKNOWN,1.0,,,
172.16.114.148,6260,UNKNOWN,1.0,,,
172.16.114.148,6264,UNKNOWN,1.0,,,
172.16.114.148,6266,UNKNOWN,1.0,,,
172.16.114.148,6267,UNKNOWN,1.0,,,
172.16.114.148,6268,UNKNOWN,1.0,,,
172.16.114.148,6269,UNKNOWN,1.0,,,
172.16.114.148,6297,UNKNOWN,1.0,,,
172.16.114.148,6298,UNKNOWN,,1.0,,
172.16.114.148,6362,UNKNOWN,1.0,,,
172.16.114.148,6393,UNKNOWN,1.0,,,
172.16.114.148,6394,UNKNOWN,1.0,,,
172.16.114.148,6395,UNKNOWN,1.0,,,
172.16.114.148,6425,UNKNOWN,1.0,,,
172.16.114.148,6434,UNKNOWN,1.0,,,
172.16.114.148,10367,UNKNOWN,1.0,,,
172.16.114.148,10368,UNKNOWN,1.0,,,
172.16.114.148,10432,UNKNOWN,1.0,,,
172.16.114.148,10499,UNKNOWN,1.0,,,
172.16.114.148,10505,UNKNOWN,1.0,,,
172.16.114.148,10569,UNKNOWN,1.0,,,
172.16.114.148,10570,UNKNOWN,1.0,,,
172.16.114.148,10633,UNKNOWN,1.0,,,
172.16.114.148,10696,UNKNOWN,1.0,,,
172.16.114.148,10697,UNKNOWN,1.0,,,
172.16.114.148,10766,UNKNOWN,1.0,,,
172.16.114.148,10767,UNKNOWN,2.0,,,
172.16.114.148,10768,UNKNOWN,1.0,,,
172.16.114.148,10780,UNKNOWN,1.0,,,
172.16.114.148,10781,UNKNOWN,1.0,,,
172.16.114.148,10782,UNKNOWN,1.0,,,
172.16.114.148,10783,UNKNOWN,1.0,,,
172.16.114.148,10784,UNKNOWN,1.0,,,
172.16.114.148,10786,UNKNOWN,1.0,,,
172.16.114.148,10796,UNKNOWN,1.0,,,
172.16.114.148,10798,UNKNOWN,1.0,,,
172.16.114.148,10799,UNKNOWN,1.0,,,
