no , model , rate
25 , Test Dataset Total Detection Rate(RF): , 0.9940209267563528
25 , Test Dataset Total Detection Rate(DT): , 0.992526158445441
25 , Test Dataset Total Detection Rate(Hybrid): , 0.9917787742899851
25 , Test Dataset SSH Precision(RF): , 0.7586206896551724
25 , Test Dataset SSH Precision(DT): , 0.696969696969697
25 , Test Dataset SSH Precision(Hybrid): , 0.6764705882352942
25 , Test Dataset SSH Recall(RF): , 0.9565217391304348
25 , Test Dataset SSH Recall(DT): , 1.0
25 , Test Dataset SSH Recall(Hybrid): , 1.0
25 , Test Dataset False Positive Rate of total detection(RF): , 0.00532319391634981
25 , Test Dataset False Positive Rate of total detection(DT): , 0.0076045627376425855
25 , Test Dataset False Positive Rate of total detection(Hybrid): , 0.008365019011406844
25 , Test Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.04347826086956519
25 , Evaluation Total Detection Rate(RF): , 0.9760820045558086
25 , Evaluation Total Detection Rate(DT): , 0.9669703872437357
25 , Evaluation Total Detection Rate(Hybrid): , 0.9669703872437357
25 , Evaluation SSH Precision(RF): , 0.41935483870967744
25 , Evaluation SSH Precision(DT): , 0.35555555555555557
25 , Evaluation SSH Precision(Hybrid): , 0.35555555555555557
25 , Evaluation SSH Recall(RF): , 0.8125
25 , Evaluation SSH Recall(DT): , 1.0
25 , Evaluation SSH Recall(Hybrid): , 1.0
25 , Evaluation False Positive Rate of total detection(RF): , 0.02088167053364269
25 , Evaluation False Positive Rate of total detection(DT): , 0.033642691415313224
25 , Evaluation False Positive Rate of total detection(Hybrid): , 0.033642691415313224
25 , Evaluation True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.1875
26 , Random Forest Model Accuracy Rate (n=100): , 0.9996292499945478
26 , Decision Tree Model Accuracy Rate (depth=4): , 0.9991930735175452
26 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.8416897476719081
26 , Evaluation Accuracy Rate of Compare DATA(RF): , 0.994235043526579
26 , Evaluation Accuracy Rate of Compare DATA(DT): , 0.995045378773847
26 , Evaluation Accuracy Rate of Compare DATA(Hybrid): , 0.7794962030005557
26 , Test Dataset Total Detection Rate(RF): , 0.9962518740629686
26 , Test Dataset Total Detection Rate(DT): , 0.992503748125937
26 , Test Dataset Total Detection Rate(Hybrid): , 0.9932533733133433
26 , Test Dataset SSH Precision(RF): , 0.8148148148148148
26 , Test Dataset SSH Precision(DT): , 0.7
26 , Test Dataset SSH Precision(Hybrid): , 0.7096774193548387
26 , Test Dataset SSH Recall(RF): , 1.0
26 , Test Dataset SSH Recall(DT): , 0.9545454545454546
26 , Test Dataset SSH Recall(Hybrid): , 1.0
26 , Test Dataset False Positive Rate of total detection(RF): , 0.0038109756097560975
26 , Test Dataset False Positive Rate of total detection(DT): , 0.006859756097560976
26 , Test Dataset False Positive Rate of total detection(Hybrid): , 0.006859756097560976
26 , Test Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
26 , Evaluation Total Detection Rate(RF): , 0.9829157175398633
26 , Evaluation Total Detection Rate(DT): , 0.9624145785876993
26 , Evaluation Total Detection Rate(Hybrid): , 0.9624145785876993
26 , Evaluation SSH Precision(RF): , 0.5161290322580645
26 , Evaluation SSH Precision(DT): , 0.32653061224489793
26 , Evaluation SSH Precision(Hybrid): , 0.32653061224489793
26 , Evaluation SSH Recall(RF): , 1.0
26 , Evaluation SSH Recall(DT): , 1.0
26 , Evaluation SSH Recall(Hybrid): , 1.0
26 , Evaluation False Positive Rate of total detection(RF): , 0.01740139211136891
26 , Evaluation False Positive Rate of total detection(DT): , 0.0382830626450116
26 , Evaluation False Positive Rate of total detection(Hybrid): , 0.0382830626450116
26 , Evaluation True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
27 , Random Forest Model Accuracy Rate (n=100): , 0.9995420146991473
27 , Decision Tree Model Accuracy Rate (depth=4): , 0.998996794102894
27 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.8456371447887815
27 , Evaluation Accuracy Rate of Compare DATA(RF): , 0.9938182996851269
27 , Evaluation Accuracy Rate of Compare DATA(DT): , 0.9951148360807557
27 , Evaluation Accuracy Rate of Compare DATA(Hybrid): , 0.7782228190405631
27 , Test Dataset Total Detection Rate(RF): , 0.9963045084996305
27 , Test Dataset Total Detection Rate(DT): , 0.991130820399113
27 , Test Dataset Total Detection Rate(Hybrid): , 0.991869918699187
27 , Test Dataset SSH Precision(RF): , 0.8148148148148148
27 , Test Dataset SSH Precision(DT): , 0.65625
27 , Test Dataset SSH Precision(Hybrid): , 0.6666666666666666
27 , Test Dataset SSH Recall(RF): , 1.0
27 , Test Dataset SSH Recall(DT): , 0.9545454545454546
27 , Test Dataset SSH Recall(Hybrid): , 1.0
27 , Test Dataset False Positive Rate of total detection(RF): , 0.003756574004507889
27 , Test Dataset False Positive Rate of total detection(DT): , 0.008264462809917356
27 , Test Dataset False Positive Rate of total detection(Hybrid): , 0.008264462809917356
27 , Test Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
27 , Evaluation Total Detection Rate(RF): , 0.969248291571754
27 , Evaluation Total Detection Rate(DT): , 0.9658314350797267
27 , Evaluation Total Detection Rate(Hybrid): , 0.9601366742596811
27 , Evaluation SSH Precision(RF): , 0.37209302325581395
27 , Evaluation SSH Precision(DT): , 0.34782608695652173
27 , Evaluation SSH Precision(Hybrid): , 0.3137254901960784
27 , Evaluation SSH Recall(RF): , 1.0
27 , Evaluation SSH Recall(DT): , 1.0
27 , Evaluation SSH Recall(Hybrid): , 1.0
27 , Evaluation False Positive Rate of total detection(RF): , 0.031322505800464036
27 , Evaluation False Positive Rate of total detection(DT): , 0.03480278422273782
27 , Evaluation False Positive Rate of total detection(Hybrid): , 0.04060324825986079
27 , Evaluation True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
28 , Random Forest Model Accuracy Rate (n=100): , 0.9996074411706977
28 , Decision Tree Model Accuracy Rate (depth=4): , 0.9991494558698449
28 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.8722221010620897
28 , Evaluation Accuracy Rate of Compare DATA(RF): , 0.9938877569920356
28 , Evaluation Accuracy Rate of Compare DATA(DT): , 0.9949990739025746
28 , Evaluation Accuracy Rate of Compare DATA(Hybrid): , 0.7679894424893499
28 , Test Dataset Total Detection Rate(RF): , 0.9940564635958395
28 , Test Dataset Total Detection Rate(DT): , 0.9895988112927192
28 , Test Dataset Total Detection Rate(Hybrid): , 0.9895988112927192
28 , Test Dataset SSH Precision(RF): , 0.7666666666666667
28 , Test Dataset SSH Precision(DT): , 0.631578947368421
28 , Test Dataset SSH Precision(Hybrid): , 0.631578947368421
28 , Test Dataset SSH Recall(RF): , 0.9583333333333334
28 , Test Dataset SSH Recall(DT): , 1.0
28 , Test Dataset SSH Recall(Hybrid): , 1.0
28 , Test Dataset False Positive Rate of total detection(RF): , 0.00529500756429652
28 , Test Dataset False Positive Rate of total detection(DT): , 0.01059001512859304
28 , Test Dataset False Positive Rate of total detection(Hybrid): , 0.01059001512859304
28 , Test Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.04166666666666663
28 , Evaluation Total Detection Rate(RF): , 0.9738041002277904
28 , Evaluation Total Detection Rate(DT): , 0.9601366742596811
28 , Evaluation Total Detection Rate(Hybrid): , 0.9601366742596811
28 , Evaluation SSH Precision(RF): , 0.3939393939393939
28 , Evaluation SSH Precision(DT): , 0.3137254901960784
28 , Evaluation SSH Precision(Hybrid): , 0.3137254901960784
28 , Evaluation SSH Recall(RF): , 0.8125
28 , Evaluation SSH Recall(DT): , 1.0
28 , Evaluation SSH Recall(Hybrid): , 1.0
28 , Evaluation False Positive Rate of total detection(RF): , 0.02320185614849188
28 , Evaluation False Positive Rate of total detection(DT): , 0.04060324825986079
28 , Evaluation False Positive Rate of total detection(Hybrid): , 0.04060324825986079
28 , Evaluation True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.1875
29 , Random Forest Model Accuracy Rate (n=100): , 0.9995420146991473
29 , Decision Tree Model Accuracy Rate (depth=4): , 0.9991058382221447
29 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.8829738512202037
29 , Evaluation Accuracy Rate of Compare DATA(RF): , 0.9938646045563994
29 , Evaluation Accuracy Rate of Compare DATA(DT): , 0.9952074458233006
29 , Evaluation Accuracy Rate of Compare DATA(Hybrid): , 0.7975087979255417
29 , Test Dataset Total Detection Rate(RF): , 0.9962034927866363
29 , Test Dataset Total Detection Rate(DT): , 0.9924069855732726
29 , Test Dataset Total Detection Rate(Hybrid): , 0.9931662870159453
29 , Test Dataset SSH Precision(RF): , 0.8148148148148148
29 , Test Dataset SSH Precision(DT): , 0.7
29 , Test Dataset SSH Precision(Hybrid): , 0.7096774193548387
29 , Test Dataset SSH Recall(RF): , 1.0
29 , Test Dataset SSH Recall(DT): , 0.9545454545454546
29 , Test Dataset SSH Recall(Hybrid): , 1.0
29 , Test Dataset False Positive Rate of total detection(RF): , 0.003861003861003861
29 , Test Dataset False Positive Rate of total detection(DT): , 0.0069498069498069494
29 , Test Dataset False Positive Rate of total detection(Hybrid): , 0.0069498069498069494
29 , Test Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
29 , Evaluation Total Detection Rate(RF): , 0.9738041002277904
29 , Evaluation Total Detection Rate(DT): , 0.9669703872437357
29 , Evaluation Total Detection Rate(Hybrid): , 0.9669703872437357
29 , Evaluation SSH Precision(RF): , 0.3939393939393939
29 , Evaluation SSH Precision(DT): , 0.35555555555555557
29 , Evaluation SSH Precision(Hybrid): , 0.35555555555555557
29 , Evaluation SSH Recall(RF): , 0.8125
29 , Evaluation SSH Recall(DT): , 1.0
29 , Evaluation SSH Recall(Hybrid): , 1.0
29 , Evaluation False Positive Rate of total detection(RF): , 0.02320185614849188
29 , Evaluation False Positive Rate of total detection(DT): , 0.033642691415313224
29 , Evaluation False Positive Rate of total detection(Hybrid): , 0.033642691415313224
29 , Evaluation True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.1875
30 , Random Forest Model Accuracy Rate (n=100): , 0.9996074411706977
30 , Decision Tree Model Accuracy Rate (depth=4): , 0.9989749852790439
30 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.8125095413604344
30 , Evaluation Accuracy Rate of Compare DATA(RF): , 0.9940729764771254
30 , Evaluation Accuracy Rate of Compare DATA(DT): , 0.9951148360807557
30 , Evaluation Accuracy Rate of Compare DATA(Hybrid): , 0.7907482867197629
30 , Test Dataset Total Detection Rate(RF): , 0.9955719557195571
30 , Test Dataset Total Detection Rate(DT): , 0.988929889298893
30 , Test Dataset Total Detection Rate(Hybrid): , 0.988929889298893
30 , Test Dataset SSH Precision(RF): , 0.8214285714285714
30 , Test Dataset SSH Precision(DT): , 0.6153846153846154
30 , Test Dataset SSH Precision(Hybrid): , 0.6153846153846154
30 , Test Dataset SSH Recall(RF): , 0.9583333333333334
30 , Test Dataset SSH Recall(DT): , 1.0
30 , Test Dataset SSH Recall(Hybrid): , 1.0
30 , Test Dataset False Positive Rate of total detection(RF): , 0.003756574004507889
30 , Test Dataset False Positive Rate of total detection(DT): , 0.011269722013523666
30 , Test Dataset False Positive Rate of total detection(Hybrid): , 0.011269722013523666
30 , Test Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.04166666666666663
30 , Evaluation Total Detection Rate(RF): , 0.979498861047836
30 , Evaluation Total Detection Rate(DT): , 0.9646924829157175
30 , Evaluation Total Detection Rate(Hybrid): , 0.9646924829157175
30 , Evaluation SSH Precision(RF): , 0.46875
30 , Evaluation SSH Precision(DT): , 0.3404255319148936
30 , Evaluation SSH Precision(Hybrid): , 0.3404255319148936
30 , Evaluation SSH Recall(RF): , 0.9375
30 , Evaluation SSH Recall(DT): , 1.0
30 , Evaluation SSH Recall(Hybrid): , 1.0
30 , Evaluation False Positive Rate of total detection(RF): , 0.019721577726218097
30 , Evaluation False Positive Rate of total detection(DT): , 0.03596287703016241
30 , Evaluation False Positive Rate of total detection(Hybrid): , 0.03596287703016241
30 , Evaluation True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0625
31 , Random Forest Model Accuracy Rate (n=100): , 0.999498397051447
31 , Decision Tree Model Accuracy Rate (depth=4): , 0.998996794102894
31 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.8681656598259656
31 , Evaluation Accuracy Rate of Compare DATA(RF): , 0.9939109094276718
31 , Evaluation Accuracy Rate of Compare DATA(DT): , 0.9949759214669384
31 , Evaluation Accuracy Rate of Compare DATA(Hybrid): , 0.7679894424893499
31 , Test Dataset Total Detection Rate(RF): , 0.9962630792227205
31 , Test Dataset Total Detection Rate(DT): , 0.9910313901345291
31 , Test Dataset Total Detection Rate(Hybrid): , 0.9910313901345291
31 , Test Dataset SSH Precision(RF): , 0.8214285714285714
31 , Test Dataset SSH Precision(DT): , 0.6571428571428571
31 , Test Dataset SSH Precision(Hybrid): , 0.6571428571428571
31 , Test Dataset SSH Recall(RF): , 1.0
31 , Test Dataset SSH Recall(DT): , 1.0
31 , Test Dataset SSH Recall(Hybrid): , 1.0
31 , Test Dataset False Positive Rate of total detection(RF): , 0.0038022813688212928
31 , Test Dataset False Positive Rate of total detection(DT): , 0.009125475285171103
31 , Test Dataset False Positive Rate of total detection(Hybrid): , 0.009125475285171103
31 , Test Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
31 , Evaluation Total Detection Rate(RF): , 0.9738041002277904
31 , Evaluation Total Detection Rate(DT): , 0.9601366742596811
31 , Evaluation Total Detection Rate(Hybrid): , 0.9601366742596811
31 , Evaluation SSH Precision(RF): , 0.41025641025641024
31 , Evaluation SSH Precision(DT): , 0.3137254901960784
31 , Evaluation SSH Precision(Hybrid): , 0.3137254901960784
31 , Evaluation SSH Recall(RF): , 1.0
31 , Evaluation SSH Recall(DT): , 1.0
31 , Evaluation SSH Recall(Hybrid): , 1.0
31 , Evaluation False Positive Rate of total detection(RF): , 0.02668213457076566
31 , Evaluation False Positive Rate of total detection(DT): , 0.04060324825986079
31 , Evaluation False Positive Rate of total detection(Hybrid): , 0.04060324825986079
31 , Evaluation True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
32 , Random Forest Model Accuracy Rate (n=100): , 0.9997819117614987
32 , Decision Tree Model Accuracy Rate (depth=4): , 0.9994111617560465
32 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.9218807929688352
32 , Evaluation Accuracy Rate of Compare DATA(RF): , 0.993934061863308
32 , Evaluation Accuracy Rate of Compare DATA(DT): , 0.9951611409520281
32 , Evaluation Accuracy Rate of Compare DATA(Hybrid): , 0.7855852935728839
32 , Test Dataset Total Detection Rate(RF): , 0.9977544910179641
32 , Test Dataset Total Detection Rate(DT): , 0.9940119760479041
32 , Test Dataset Total Detection Rate(Hybrid): , 0.9940119760479041
32 , Test Dataset SSH Precision(RF): , 0.9130434782608695
32 , Test Dataset SSH Precision(DT): , 0.7333333333333333
32 , Test Dataset SSH Precision(Hybrid): , 0.7333333333333333
32 , Test Dataset SSH Recall(RF): , 0.9545454545454546
32 , Test Dataset SSH Recall(DT): , 1.0
32 , Test Dataset SSH Recall(Hybrid): , 1.0
32 , Test Dataset False Positive Rate of total detection(RF): , 0.0015220700152207
32 , Test Dataset False Positive Rate of total detection(DT): , 0.0060882800608828
32 , Test Dataset False Positive Rate of total detection(Hybrid): , 0.0060882800608828
32 , Test Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.045454545454545414
32 , Evaluation Total Detection Rate(RF): , 0.9749430523917996
32 , Evaluation Total Detection Rate(DT): , 0.9646924829157175
32 , Evaluation Total Detection Rate(Hybrid): , 0.9646924829157175
32 , Evaluation SSH Precision(RF): , 0.4166666666666667
32 , Evaluation SSH Precision(DT): , 0.3404255319148936
32 , Evaluation SSH Precision(Hybrid): , 0.3404255319148936
32 , Evaluation SSH Recall(RF): , 0.9375
32 , Evaluation SSH Recall(DT): , 1.0
32 , Evaluation SSH Recall(Hybrid): , 1.0
32 , Evaluation False Positive Rate of total detection(RF): , 0.024361948955916472
32 , Evaluation False Positive Rate of total detection(DT): , 0.03596287703016241
32 , Evaluation False Positive Rate of total detection(Hybrid): , 0.03596287703016241
32 , Evaluation True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0625
33 , Random Forest Model Accuracy Rate (n=100): , 0.9993893529321963
33 , Decision Tree Model Accuracy Rate (depth=4): , 0.9990186029267442
33 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.8228469238653959
33 , Evaluation Accuracy Rate of Compare DATA(RF): , 0.9939803667345805
33 , Evaluation Accuracy Rate of Compare DATA(DT): , 0.9951611409520281
33 , Evaluation Accuracy Rate of Compare DATA(Hybrid): , 0.7875995554732358
33 , Test Dataset Total Detection Rate(RF): , 0.9932835820895523
33 , Test Dataset Total Detection Rate(DT): , 0.9895522388059701
33 , Test Dataset Total Detection Rate(Hybrid): , 0.9895522388059701
33 , Test Dataset SSH Precision(RF): , 0.7272727272727273
33 , Test Dataset SSH Precision(DT): , 0.631578947368421
33 , Test Dataset SSH Precision(Hybrid): , 0.631578947368421
33 , Test Dataset SSH Recall(RF): , 1.0
33 , Test Dataset SSH Recall(DT): , 1.0
33 , Test Dataset SSH Recall(Hybrid): , 1.0
33 , Test Dataset False Positive Rate of total detection(RF): , 0.006838905775075988
33 , Test Dataset False Positive Rate of total detection(DT): , 0.010638297872340425
33 , Test Dataset False Positive Rate of total detection(Hybrid): , 0.010638297872340425
33 , Test Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
33 , Evaluation Total Detection Rate(RF): , 0.9703872437357631
33 , Evaluation Total Detection Rate(DT): , 0.9658314350797267
33 , Evaluation Total Detection Rate(Hybrid): , 0.9658314350797267
33 , Evaluation SSH Precision(RF): , 0.3684210526315789
33 , Evaluation SSH Precision(DT): , 0.34782608695652173
33 , Evaluation SSH Precision(Hybrid): , 0.34782608695652173
33 , Evaluation SSH Recall(RF): , 0.875
33 , Evaluation SSH Recall(DT): , 1.0
33 , Evaluation SSH Recall(Hybrid): , 1.0
33 , Evaluation False Positive Rate of total detection(RF): , 0.027842227378190254
33 , Evaluation False Positive Rate of total detection(DT): , 0.03480278422273782
33 , Evaluation False Positive Rate of total detection(Hybrid): , 0.03480278422273782
33 , Evaluation True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.125
34 , Random Forest Model Accuracy Rate (n=100): , 0.9995856323468475
34 , Decision Tree Model Accuracy Rate (depth=4): , 0.9991712646936951
34 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.8694959980808235
34 , Evaluation Accuracy Rate of Compare DATA(RF): , 0.9940035191702167
34 , Evaluation Accuracy Rate of Compare DATA(DT): , 0.9949759214669384
34 , Evaluation Accuracy Rate of Compare DATA(Hybrid): , 0.7679894424893499
34 , Test Dataset Total Detection Rate(RF): , 0.9947604790419161
34 , Test Dataset Total Detection Rate(DT): , 0.9925149700598802
34 , Test Dataset Total Detection Rate(Hybrid): , 0.9925149700598802
34 , Test Dataset SSH Precision(RF): , 0.8148148148148148
34 , Test Dataset SSH Precision(DT): , 0.7058823529411765
34 , Test Dataset SSH Precision(Hybrid): , 0.7058823529411765
34 , Test Dataset SSH Recall(RF): , 0.9166666666666666
34 , Test Dataset SSH Recall(DT): , 1.0
34 , Test Dataset SSH Recall(Hybrid): , 1.0
34 , Test Dataset False Positive Rate of total detection(RF): , 0.0038109756097560975
34 , Test Dataset False Positive Rate of total detection(DT): , 0.007621951219512195
34 , Test Dataset False Positive Rate of total detection(Hybrid): , 0.007621951219512195
34 , Test Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.08333333333333337
34 , Evaluation Total Detection Rate(RF): , 0.9760820045558086
34 , Evaluation Total Detection Rate(DT): , 0.9601366742596811
34 , Evaluation Total Detection Rate(Hybrid): , 0.9601366742596811
34 , Evaluation SSH Precision(RF): , 0.41935483870967744
34 , Evaluation SSH Precision(DT): , 0.3137254901960784
34 , Evaluation SSH Precision(Hybrid): , 0.3137254901960784
34 , Evaluation SSH Recall(RF): , 0.8125
34 , Evaluation SSH Recall(DT): , 1.0
34 , Evaluation SSH Recall(Hybrid): , 1.0
34 , Evaluation False Positive Rate of total detection(RF): , 0.02088167053364269
34 , Evaluation False Positive Rate of total detection(DT): , 0.04060324825986079
34 , Evaluation False Positive Rate of total detection(Hybrid): , 0.04060324825986079
34 , Evaluation True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.1875
35 , Random Forest Model Accuracy Rate (n=100): , 0.9995856323468475
35 , Decision Tree Model Accuracy Rate (depth=4): , 0.9991930735175452
35 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.8383748064466884
35 , Evaluation Accuracy Rate of Compare DATA(RF): , 0.9943971105760326
35 , Evaluation Accuracy Rate of Compare DATA(DT): , 0.9947675495462123
35 , Evaluation Accuracy Rate of Compare DATA(Hybrid): , 0.762942211520652
35 , Test Dataset Total Detection Rate(RF): , 0.9955156950672646
35 , Test Dataset Total Detection Rate(DT): , 0.9910313901345291
35 , Test Dataset Total Detection Rate(Hybrid): , 0.9910313901345291
35 , Test Dataset SSH Precision(RF): , 0.7931034482758621
35 , Test Dataset SSH Precision(DT): , 0.6571428571428571
35 , Test Dataset SSH Precision(Hybrid): , 0.6571428571428571
35 , Test Dataset SSH Recall(RF): , 1.0
35 , Test Dataset SSH Recall(DT): , 1.0
35 , Test Dataset SSH Recall(Hybrid): , 1.0
35 , Test Dataset False Positive Rate of total detection(RF): , 0.0045627376425855515
35 , Test Dataset False Positive Rate of total detection(DT): , 0.009125475285171103
35 , Test Dataset False Positive Rate of total detection(Hybrid): , 0.009125475285171103
35 , Test Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
35 , Evaluation Total Detection Rate(RF): , 0.9715261958997722
35 , Evaluation Total Detection Rate(DT): , 0.9601366742596811
35 , Evaluation Total Detection Rate(Hybrid): , 0.958997722095672
35 , Evaluation SSH Precision(RF): , 0.3902439024390244
35 , Evaluation SSH Precision(DT): , 0.3137254901960784
35 , Evaluation SSH Precision(Hybrid): , 0.3076923076923077
35 , Evaluation SSH Recall(RF): , 1.0
35 , Evaluation SSH Recall(DT): , 1.0
35 , Evaluation SSH Recall(Hybrid): , 1.0
35 , Evaluation False Positive Rate of total detection(RF): , 0.029002320185614848
35 , Evaluation False Positive Rate of total detection(DT): , 0.04060324825986079
35 , Evaluation False Positive Rate of total detection(Hybrid): , 0.04176334106728538
35 , Evaluation True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
36 , Random Forest Model Accuracy Rate (n=100): , 0.9995638235229974
36 , Decision Tree Model Accuracy Rate (depth=4): , 0.998996794102894
36 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.8288443504241816
36 , Evaluation Accuracy Rate of Compare DATA(RF): , 0.9939572142989442
36 , Evaluation Accuracy Rate of Compare DATA(DT): , 0.995045378773847
36 , Evaluation Accuracy Rate of Compare DATA(Hybrid): , 0.7794962030005557
36 , Test Dataset Total Detection Rate(RF): , 0.9962462462462462
36 , Test Dataset Total Detection Rate(DT): , 0.9902402402402403
36 , Test Dataset Total Detection Rate(Hybrid): , 0.990990990990991
36 , Test Dataset SSH Precision(RF): , 0.8148148148148148
36 , Test Dataset SSH Precision(DT): , 0.6363636363636364
36 , Test Dataset SSH Precision(Hybrid): , 0.6470588235294118
36 , Test Dataset SSH Recall(RF): , 1.0
36 , Test Dataset SSH Recall(DT): , 0.9545454545454546
36 , Test Dataset SSH Recall(Hybrid): , 1.0
36 , Test Dataset False Positive Rate of total detection(RF): , 0.003816793893129771
36 , Test Dataset False Positive Rate of total detection(DT): , 0.00916030534351145
36 , Test Dataset False Positive Rate of total detection(Hybrid): , 0.00916030534351145
36 , Test Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
36 , Evaluation Total Detection Rate(RF): , 0.9726651480637813
36 , Evaluation Total Detection Rate(DT): , 0.9624145785876993
36 , Evaluation Total Detection Rate(Hybrid): , 0.9624145785876993
36 , Evaluation SSH Precision(RF): , 0.4
36 , Evaluation SSH Precision(DT): , 0.32653061224489793
36 , Evaluation SSH Precision(Hybrid): , 0.32653061224489793
36 , Evaluation SSH Recall(RF): , 1.0
36 , Evaluation SSH Recall(DT): , 1.0
36 , Evaluation SSH Recall(Hybrid): , 1.0
36 , Evaluation False Positive Rate of total detection(RF): , 0.027842227378190254
36 , Evaluation False Positive Rate of total detection(DT): , 0.0382830626450116
36 , Evaluation False Positive Rate of total detection(Hybrid): , 0.0382830626450116
36 , Evaluation True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
37 , Random Forest Model Accuracy Rate (n=100): , 0.9997382941137984
37 , Decision Tree Model Accuracy Rate (depth=4): , 0.9993021176367959
37 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.8842169541796611
37 , Evaluation Accuracy Rate of Compare DATA(RF): , 0.994235043526579
37 , Evaluation Accuracy Rate of Compare DATA(DT): , 0.9947907019818485
37 , Evaluation Accuracy Rate of Compare DATA(Hybrid): , 0.772851453972958
37 , Test Dataset Total Detection Rate(RF): , 0.9977561705310396
37 , Test Dataset Total Detection Rate(DT): , 0.9932685115931189
37 , Test Dataset Total Detection Rate(Hybrid): , 0.9932685115931189
37 , Test Dataset SSH Precision(RF): , 0.88
37 , Test Dataset SSH Precision(DT): , 0.7096774193548387
37 , Test Dataset SSH Precision(Hybrid): , 0.7096774193548387
37 , Test Dataset SSH Recall(RF): , 1.0
37 , Test Dataset SSH Recall(DT): , 1.0
37 , Test Dataset SSH Recall(Hybrid): , 1.0
37 , Test Dataset False Positive Rate of total detection(RF): , 0.0022813688212927757
37 , Test Dataset False Positive Rate of total detection(DT): , 0.006844106463878327
37 , Test Dataset False Positive Rate of total detection(Hybrid): , 0.006844106463878327
37 , Test Dataset True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
37 , Evaluation Total Detection Rate(RF): , 0.9817767653758542
37 , Evaluation Total Detection Rate(DT): , 0.9601366742596811
37 , Evaluation Total Detection Rate(Hybrid): , 0.9601366742596811
37 , Evaluation SSH Precision(RF): , 0.5
37 , Evaluation SSH Precision(DT): , 0.3137254901960784
37 , Evaluation SSH Precision(Hybrid): , 0.3137254901960784
37 , Evaluation SSH Recall(RF): , 1.0
37 , Evaluation SSH Recall(DT): , 1.0
37 , Evaluation SSH Recall(Hybrid): , 1.0
37 , Evaluation False Positive Rate of total detection(RF): , 0.018561484918793503
37 , Evaluation False Positive Rate of total detection(DT): , 0.04060324825986079
37 , Evaluation False Positive Rate of total detection(Hybrid): , 0.04060324825986079
37 , Evaluation True Positive Gap of SSH_detection Rate(Hybrid-RF): , 0.0
38 , Random Forest Model Accuracy Rate (n=100): , 0.9996510588183979
38 , Decision Tree Model Accuracy Rate (depth=4): , 0.9994111617560465
38 , Hybrid Model Accuracy Rate (n=100 depth=4): , 0.8713933657557847
38 , Evaluation Accuracy Rate of Compare DATA(RF): , 0.9938182996851269
38 , Evaluation Accuracy Rate of Compare DATA(DT): , 0.9949759214669384
38 , Evaluation Accuracy Rate of Compare DATA(Hybrid): , 0.7679894424893499
38 , Test Dataset Total Detection Rate(RF): , 0.9947643979057592
38 , Test Dataset Total Detection Rate(DT): , 0.9917726252804787
38 , Test Dataset Total Detection Rate(Hybrid): , 0.9910246821241586
38 , Test Dataset SSH Precision(RF): , 0.7777777777777778
38 , Test Dataset SSH Precision(DT): , 0.6666666666666666
38 , Test Dataset SSH Precision(Hybrid): , 0.6470588235294118
38 , Test Dataset SSH Recall(RF): , 0.9545454545454546
38 , Test Dataset SSH Recall(DT): , 1.0
